pull_request_id	id	comment_id	body	Thanks	Sorry	Calm	Nervous	Careless	Cautious	Agressive	Defensive	Happy	Angry	pull_request_status
18803	2063	529	"Yea, I completely agree!  "	1	0	1	0	0	0	0	0	0	0	1
18888	2064	530	"The cast was already in the code, but in fact it is not necessary because xy is passed to the Path initializer, which performs the cast.  I can take it out."	0	0	1	0	0	1	0	0	0	0	1
18860	2065	531	Been writing a lot of iPhone code lately... does it show? :P	0	0	1	0	0	0	0	0	0	0	0
18860	2066	532	"Huh. Was wondering about that. Figured it was legacy code of some type.    I can imagine bad things happening with this setting... say I wrote a quick plugin to double Ender Pearl damage, or make each use summon a dragon, or whatever. Shouldn't there be a c"	0	0	0	1	0	1	0	0	0	0	0
18896	2067	533	"I just discovered a critical bug! For rem units, if is not 16px, the will not be correctly computed in , because on the html element 1rem is always 16px (the initial value). Right now 1rem is treated as if   it "	0	0	0	1	0	1	1	0	0	0	1
18860	2068	534	"There should, but none of us have access to it; therefore, we are stuck until A) we do get the source or B) a new border module is integrated into Guest. Part B is my personal favourite, as it is a form   of administration."	0	0	0	0	0	1	0	0	0	0	0
18890	2069	535	"As a rule, after we've released GalSim in some official way then I would say to keep such things for backwards compatibility, but given that we're still developing it, it makes sense to me to say that we   want everyone (including developers and eventual us"	0	0	1	0	0	1	0	0	0	0	0
18860	2070	536	"VoxelBorder has nothing to do with that, infact that was written Wayyyyyy before VB. THAT is THERE (doesn't now...) because some long time ago the was executed by the Bukkit guys in the wrong   place at the wrong time and if you MOVED the pl"	0	0	0	0	0	0	1	1	0	0	0
18860	2071	537	PS: VoxelBorder DOES allow and internally disables the use of for teleportation	0	0	0	0	0	0	0	1	0	0	0
18860	2072	538	Wtf ? Who is fucking with my if Statement?!	0	0	0	0	0	0	1	0	0	1	0
18860	2073	539	What the fuck is wrong with you? You do understand that it MATTERS which order the coordinates are input in right? If they are not sorted shit won't work.	0	0	0	0	0	0	1	1	0	1	0
18899	2074	540	I don't think you need to re-register the signal handler - you're thinking of libevent timers	0	0	1	0	0	0	0	0	0	0	1
18898	2075	541	Patch looks good. Curious: where did this routine come from?	0	0	1	0	0	0	0	0	0	0	1
18899	2076	542	it might be a good idea to also unregister the signal handler just before is called later in	0	0	1	0	0	1	0	0	0	0	1
18900	2077	543	This will have a global effect on the tests and will need to be undone at the end of execution. Perhaps:     	0	0	1	0	0	1	0	0	0	0	1
18900	2078	544	"I think it would be better to rename this file to something like .    Additionally, it might be worth mentioning inside the file that this is only used in the  tests."	0	0	1	0	0	1	0	0	0	0	1
18900	2079	545	This file needs to be added to  for automatic test pickup (see )	0	0	1	0	0	0	0	0	0	0	1
18900	2080	546	"This line is fine, but I don't believe the  is necessary. Normally:       Would suffice."	0	0	1	0	0	0	0	0	0	0	1
9159	2081	547	Are multiple plots with the same range supported here too?	0	0	0	1	0	1	0	0	0	0	1
18901	2082	548	try:	0	0	1	0	0	0	0	0	0	0	-1
9159	2083	549	Put an empty line under all your header lines.	0	0	1	0	0	0	0	0	0	0	1
9159	2084	550	No. I am not able to differentiate between tuple of expressions and tuple of ranges as both are of length 3.	0	0	0	1	0	1	0	0	0	0	1
9159	2085	551	I think  should be replaced with .	0	0	1	0	0	0	0	0	0	0	1
18902	2086	552	"This  is redundant, since it is within a  block."	0	0	0	0	0	0	1	0	0	0	1
18903	2087	553	What exactly is this doing here?  Leftover debugging code?	0	0	0	1	0	0	1	0	0	0	0
17992	2088	554	"At first I wanted to do as key, mode as value but it is not possible.   if we want someday, multiple for one mode (who knows ?)  the only way I saw was list of.    "	0	0	0	1	0	1	0	0	0	0	1
18889	2089	555	right... spot the guy who doesn't work with video much (me) :-)	0	0	1	0	0	0	0	0	1	0	1
18860	2090	556	"I understand why you're using the class. In fact, I switched to use it as well. I switched for because it seemed a better fit, that's all."	0	0	1	0	0	0	0	1	0	0	0
18895	2091	557	"@sc68cal Beware that current version of of detects the bitness of the current hosting process. If is always delivered in a x86 flavor, that should work. If this is not the case, you might be willing to   consider doing something like [t"	0	0	1	0	0	1	0	0	0	0	1
18860	2092	558	"There's a good reason for this. If you'll look at the Zone class, you'll see I've already rewritten it to handle coordinates in the order they were selected rather than highest-first. (This doesn't break   backwards-compatibility at all, btw... sorted coord"	0	0	0	0	0	0	1	1	0	0	0
18895	2093	559	"I may be missing something. I'm a bit surprised that this works. Indeed, probes for the in a specific relative subdirectory structure. See this for more [info]"	0	0	0	1	0	1	0	0	0	0	1
18860	2094	560	"All I did was move it down a bit. Since the code now handles null arrival points by placing you within the target port at a position calculated to correspond to your current position within the sending   port, the previous error message that was in the if b"	0	0	1	0	0	1	0	0	0	0	0
17992	2095	561	"I'm thinking of this branch to change the highlight    - for raw cell. (that don't need cell magics prefixes)     you could match on a git diff patern, or else. maybe even  that should be handeled correctly by normal modes.    - Tex for example "	0	0	1	0	0	1	0	0	0	0	1
18904	2096	562	"My first idea was to define a tuple type and  instead of . This operator I would have used for both transition and merge. However, I found working with tuple types less convenient than just having each   field as an individual argument of "	0	0	1	0	0	0	0	0	0	0	0
18904	2097	563	"While I agree in principle, one should never have using directives or declarations at file scope in header files. However, using declarations in a definition of a class can only be used to import names   from a base class."	0	0	0	0	0	1	1	0	0	0	0
18904	2098	564	I have no definite answer yet. But I want to mention that for some modules initialization (at least in the first iteration) will depend on the first input tuple and cannot be done before seeing this.	0	0	1	0	0	1	0	0	0	0	0
17992	2099	565	"It is usefull for raw cell, where you can start on .  End, I'm not sure.   "	0	0	1	1	0	1	0	0	0	0	1
18904	2100	566	I see your point and tend to agree. Names are but sound and smoke. I'll change it!	1	0	1	0	0	0	0	0	0	0	0
18905	2101	567	"Separate non-related issue, isn't it?"	0	0	0	0	0	1	0	1	0	0	0
18905	2102	568	"We're using phpdoc for comments, not one-liners."	0	0	0	0	0	0	1	1	0	0	0
18905	2103	569	"Again, should be in a separate pull-request."	0	0	1	0	0	0	0	0	0	0	0
18905	2104	570	Wrong code style. Check 	0	0	0	0	0	0	1	0	0	0	0
18908	2105	571	@fabpot So the message keys are fine? The way @vicb described it was exactly the idea.	0	0	0	1	0	1	0	0	0	0	1
18908	2106	572	"@fabpot Any preference in this? The patch works fine without the , but I can add and implement  too."	0	0	1	0	0	1	0	0	0	0	1
18909	2107	573	Why is this change needed?	0	0	0	0	0	1	0	0	0	0	1
18911	2108	574	I was thinking perhaps we need a Grunt task for this.	0	0	1	0	0	0	0	0	0	0	0
18912	2109	575	Might wanna add?	0	0	1	0	0	0	0	0	0	0	1
18909	2110	576	Thrift uses to store the path to the thrift folder	0	0	1	0	0	0	0	0	0	0	1
18886	2111	577	joya	0	0	1	0	0	0	0	0	0	0	1
18903	2112	578	"My bad. I did remove it from our local installation, by for some reason failed to commit it."	0	1	0	1	0	0	0	0	0	0	0
18913	2113	579	Also missing whitespace here and on line 147	0	0	1	0	0	0	0	0	0	0	0
18907	2114	580	"This PR is simply moving **existing** code about. For now, for simplicity in this PR, it's just about making the testing process reusable in 3rd party twig extensions.  Optimizations should go in a   separate PR."	0	0	0	0	0	1	1	0	0	0	1
18914	2115	581	"I should be capable of providing my own instance. What if the listener requires something other, like services? "	0	0	0	1	0	1	0	0	0	0	1
18899	2116	582	"according to this that's actually not the case...    but after reading that again, I'm going to change this to be a HTTP request to ensure that we don't do this mid-update."	0	0	0	1	0	1	0	0	0	0	1
18916	2117	583	moved the comment remover in the backend	0	0	1	0	0	0	0	0	0	0	1
18916	2118	584	"All of wence accessor were written that way, I assumed that it had to do with property decorator being runtime whereas cython code is compile time ?"	0	0	1	0	0	1	0	0	0	0	1
18916	2119	585	"It is kinda ugly, but it is backend code, the fact that you have to know the side effect of the accessor does not bother me much especially considering the code of the accessor is actually just above.   Also, those line are required only because we have to "	0	0	0	0	0	0	0	1	0	0	1
18899	2120	586	this is a good pt but won't be necessary after I make the changes above.	0	0	1	0	0	0	0	1	0	0	1
18831	2121	587	Why not static as well?	0	0	1	0	0	0	0	0	0	0	1
18918	2122	588	"I tend to use  for stuff like this. will take any symbol with a  at the end and call that method on it and use the symbol for pretty error messages. So good things like , , etc are all possible."	0	0	1	0	0	0	0	0	0	0	0
12392	2123	589	Yes.  Good catch.  I'll add that documentation.	1	0	1	0	0	0	0	0	0	0	1
12392	2124	590	Yes.  I added it here too now.	0	0	1	0	0	0	0	0	0	0	1
12392	2125	591	Sorry.  I started this file by copying the Airy version and forgot to edit this description.	0	1	0	0	0	0	0	0	0	0	1
18883	2126	592	"Yes/No/Not-really.  I found [this  But you basically can't catch only some type or exception, or you need to use a switch case each time and re-raise them.  In the other hand, you can throw any"	0	0	0	0	0	1	0	0	0	0	1
12392	2127	593	Yes.  The python layer has these names for.  But we never changed the corresponding stuff in c++.  (And I don't see a compelling reason to.)	0	0	0	0	0	1	0	1	0	0	1
12392	2128	594	"Fine, I just couldn't remember what we decided.  "	0	0	0	1	0	0	0	1	0	0	1
18885	2129	595	"yes, need the  to pass it as the selector for the constructor.   class is added by js.  changing id to for consistency.    "	0	0	1	0	0	0	0	0	0	0	1
18885	2130	596	"hu... ok, hum not sure I understand.   Just the if statement, or the methods called inside ?   because  might not exist exist on other subclasses..."	0	0	0	1	0	1	0	0	0	0	1
18920	2131	597	This could repeat the twice in the title. 	0	0	1	0	0	1	0	0	0	0	1
16806	2132	598	you should use otherwise some time will be spent centering the data which is not necessary here	0	0	1	0	0	1	0	0	0	0	0
16806	2133	599	besides the memory jump difference iterate on active features or reduced set should do the same amount of computation and It should at least for small data be almost equivalent right?	0	0	1	0	0	1	0	0	0	0	0
18919	2134	600	Lines should be wrapped to 80 cols please.	0	0	1	0	0	0	0	0	0	0	1
18919	2135	601	Please do not use global variables.  I don't like this solution at all.	0	0	0	0	0	0	1	1	0	0	1
18919	2136	602	"Again, no globals, don't care whatever else you do.  Please no globals."	0	0	0	0	0	0	1	0	0	1	1
18919	2137	603	This is not correct as there is no 'c' support. I guess this is a  mistake.	0	0	0	0	0	0	1	0	0	0	1
16806	2138	604	you don't need a  between parethesis	0	0	1	0	0	0	0	0	0	0	0
16806	2139	605	if it's not a bug it should be consistent across fit methods	0	0	1	0	0	1	0	0	0	0	0
16806	2140	606	improper docstring. Put a real one or don't	0	0	0	0	0	0	1	0	0	0	0
16806	2141	607	and it's also wrong since it should be	0	0	0	0	0	0	1	1	0	0	0
16806	2142	608	I still don't get why you need this attribute since during the fit you can pass that should serve this purpose in the path function	0	0	0	0	0	0	1	0	0	0	0
18921	2143	609	"The pool is only used, if a is present; could you move the call to?  I will merge your pull requests as soon as possible, thanks again for your contributions!"	0	0	0	0	0	1	0	0	0	0	1
16806	2144	610	if it's used only internally don't use an attribute but just a local variable	0	0	1	0	0	1	0	0	0	0	0
16177	2145	611	You might want to fix that :P	0	0	0	0	0	1	0	0	0	0	0
8111	2146	612	There's a double space here :P	0	0	1	0	0	0	0	0	0	0	0
16806	2147	613	sounds like a boolean flag. It should be something like being a list or a set and no violators is equilavent to	0	0	1	0	0	1	0	0	0	0	0
18922	2148	614	"ja PDF does not yet exist, and PDF genereate is very difficult...  Temporarily, PDF link switch to en."	0	0	0	0	0	1	0	0	0	0	1
16806	2149	615	if you pass a subset don't do the do over all the features	0	0	0	0	0	1	1	0	0	0	0
18924	2150	616	Tried changing method signature to  but got strict notice: Declaration of should be compatible with that of 	0	0	1	1	0	1	0	0	0	0	1
18924	2151	617	"An alternative to throwing the would be to allow the, but use default values here for the checked, unchecked, and hidden element values if the element is not of type."	0	0	1	0	0	0	0	0	0	0	1
18925	2152	618	"Just before this line, I've forgot this:"	0	0	0	0	1	0	0	0	0	0	0
18897	2153	619	"Hi,    CURRENTLY there is an error in gamma effect (Imagick driver) - it is throwing 'Failed to negate image'...    Should drivers share the same descriptions for the exceptions?    As for now it is not true... I can put all effect exceptions in order, but plea"	0	0	1	1	0	1	0	0	0	0	1
18927	2154	620	You shouldn't need to use  here - just use  when you want to pass the call on to the inherited version.	0	0	1	0	0	0	0	0	0	0	0
18927	2155	621	"Unfortunately the  method on a user is very expensive, so we need to be very careful where we're using it, or find a way to optimise it."	0	0	0	0	0	1	0	0	0	0	0
18927	2156	622	This method is likely to be very expensive - at the very least it will need to get the bounds from the GC object and do an  filter using those bounds so that we can roughly cut down the matches using   a tile index filter.    If this is just to 	0	0	0	1	0	1	0	0	0	0	0
18927	2157	623	"Same again, this shouldn't need qualification."	0	0	1	0	0	0	0	0	0	0	0
18927	2158	624	This change should be unnecessary - rendering the  partial from a changeset view should default to the one in the same view.	0	0	1	0	0	0	0	0	0	0	0
18927	2159	625	Why are you converting a perfectly good use of a named route back to the old format?	0	0	0	0	0	0	1	1	0	0	0
18927	2160	626	Please don't duplication the  calculation here - just add an extra parameter with a default value () and then make this routine call it with a different scale.	0	0	0	0	0	0	1	1	0	0	0
18875	2161	627	"You can pass a tag name into, which then behaves essentially like , but during parsing. So it's affected as well."	0	0	1	0	0	0	0	0	0	0	1
18929	2162	628	"Can you put a comment for the different arguments that take a magic number/boolean value, e.g.,     "	0	0	1	0	0	1	0	0	0	0	1
18929	2163	629	"I'm guessing this does side-effects. If that's the case, it should take a ()"	0	0	1	0	0	0	0	0	0	0	1
18912	2164	630	Inline the type conversion (do not use 2 lines)	0	0	1	0	0	0	0	0	0	0	1
18929	2165	631	"Oh, nice, you can have a timeout on a test? Did not know that :-)"	1	0	1	0	0	0	0	0	1	0	1
18929	2166	632	Is this method really useful?	0	0	1	0	0	1	0	0	0	0	1
18895	2167	633	"The problem is that MSTest would not copy  into the  directory, so when tests that used would fail because the dll is not in the path.    [Here's some documentation I found on the matter.]"	0	0	0	0	0	1	0	0	0	0	1
18912	2168	634	MIssing space between  and first letter of comment	0	0	1	0	0	0	0	0	0	0	1
18912	2169	635	"Actually, this comment is not so useful. Could you try to be more verbose?"	0	0	0	0	0	0	1	0	0	0	1
18912	2170	636	You're grabbing same element 2 times. One for isset and the second for.  You could try to simplify your logic by moving the outside of IF scope and doing the isset out too. That would also allow you to inline the control structu	0	0	1	0	0	0	0	0	0	0	1
18912	2171	637	You can inline this semantical error. It won't exceed 120 chars	0	0	1	0	0	0	0	0	0	0	1
18912	2172	638	"Quickly reading the code I'm unsure if we already support the aliased class names. Do we support this here?  Also, why reassigning the from class name is necessary? It doesn't make any sense to me.  This is a clear situation where we lack of a comment here."	0	0	0	1	0	1	1	1	0	0	1
18912	2173	639	You can inline this semantical error.	0	0	1	0	0	0	0	0	0	0	1
18912	2174	640	Missing space before IF and open parenthesis	0	0	1	0	0	0	0	0	0	0	1
18930	2175	641	"I think  would be a better than , but I wonder if we should simply throw an "	0	0	1	1	0	0	0	0	0	0	0
18930	2176	642	This will throw an exception for the following:    I think that  should behave like  in unix system	0	0	0	0	0	1	0	0	0	0	0
18931	2177	643	"I think you don't need ""T"" -> Type (wild copy/paste? :-))"	0	0	1	0	0	0	0	0	0	0	1
18931	2178	644	This looks suspicious. But I may be missing something	0	0	0	0	0	0	1	0	0	0	1
18912	2179	645	You have extra spaces between the end of variable name and the  sign.	0	0	1	0	0	0	0	0	0	0	1
18931	2180	646	"Do you need ""T"" -> Type, ""TRAIT"" -> Trait?"	0	0	0	1	0	1	0	0	0	0	1
18912	2181	647	Remove the extra space between variable name and unary operator .	0	0	1	0	0	0	0	0	0	0	1
18897	2182	648	"Yes, I like your suggestions, please use these messages in all drivers, thanks!"	1	0	1	0	0	0	0	0	0	0	1
8259	2183	649	I don't understand why is being used here.  Could you explain this?	0	0	0	1	0	1	0	0	0	0	1
18930	2184	650	The reason why I used is to be consistent. An is also thrown if for some reason a file could not be created. (line 64)	0	0	0	0	0	0	0	1	0	0	0
18895	2185	651	We'll have to keep this in mind - We have not built a release that used a native DLL up until now.	0	0	0	0	0	1	0	0	0	0	1
18895	2186	652	"Although, all the configurations are set to build x86 - I might be wrong."	0	0	0	1	0	1	0	0	0	0	1
18930	2187	653	The problem with the  attribute of the  annotation is that the test will pass if any code in the method throws the exception. Usually it's better to use the  rule so you know which method threw the   exception.    In this ca	0	0	1	0	0	1	0	0	0	0	0
16511	2188	654	  A bit hacky but at least it honors the  argument.	0	0	0	0	0	1	0	0	0	0	0
18893	2189	655	"is used all over the place in Figure; it is a read-only list of axes.  It is being tested for emptiness.  I could enclose it in , but it would not add anything."	0	0	0	0	0	1	0	1	0	0	1
18931	2190	656	"""CC"" -> not needed."	0	0	1	0	0	1	0	0	0	0	1
18874	2191	657	"Doing this can be tricky. If you just define a function  in the devtools package, that function will be called when you run  from the R console, and it will be called when you call  from devtools. But this   version of"	0	0	0	0	0	1	0	0	0	0	1
18931	2192	658	Why the check for range position? Could you add a comment	0	0	0	0	0	1	1	0	0	0	1
18933	2193	659	"Are these changes part of Dynamic configurations? If not, I can merge them separately. I assume they're for some IDE-generated files."	0	0	1	0	0	1	0	0	0	0	0
18932	2194	660	This one will need a 	0	0	1	0	0	0	0	0	0	0	1
18931	2195	661	"Why not using a regex, so that the naming match is precise. WDYT?"	0	0	1	0	0	1	0	0	0	0	1
18914	2196	662	Extra space between index name and .	0	0	1	0	0	0	0	0	0	0	1
18930	2197	663	"The change to add the  was added after the 4.10 release, so we can fix it now without breaking anyone."	0	0	1	0	0	0	0	0	0	0	0
18914	2198	664	How would this work with serialized/cached instances?	0	0	0	1	0	1	0	0	0	0	1
18934	2199	665	No real reason. I'm just trying to expand these shorthand rules into their longhand counterparts so I can detect similarities easier.    For example:	0	0	1	0	0	0	0	0	0	0	0
18914	2200	666	I also have same question as @HosipLan 	0	0	0	0	0	1	0	0	0	0	1
18914	2201	667	First letter should always be uppercased. Do you start a paragraph using lowercase? =P	0	0	0	0	0	0	1	0	0	0	1
18931	2202	668	I will remove it.	0	0	1	0	0	0	0	0	0	0	1
18895	2203	669	"Keep me updated should you encounter any issue, please."	0	0	1	0	0	1	0	0	0	0	1
18914	2204	670	You can inline this error constructor.	0	0	1	0	0	0	0	0	0	0	1
18895	2205	671	Hmm. So the native dll would end up next to the assembly and would be loaded by the default interop probing mechanism. This will work if you stick on only delivering an x86 version of.	0	0	1	0	0	1	0	0	0	0	1
18931	2206	672	" can trigger side-effects (i.e., lazy typechecking), you should wrap this in a, i.e.,  with "	0	0	1	0	0	1	0	0	0	0	1
18935	2207	673	"I think we're digging ourselves our own tombs with this. Not sure if it should be handled in this PR, but do you agree that we should stop doing   and instead allow entire strings?"	0	0	0	1	0	1	0	1	0	0	1
18935	2208	674	"I agree. Plus this is hard to understand, to my opinion (I mean, the multiple drivers thing)."	0	0	0	1	0	1	0	0	0	0	1
18931	2209	675	" can trigger side-effects (i.e., lazy typechecking), you should wrap this in a, i.e., replace  with "	0	0	1	0	0	1	0	0	0	0	1
18935	2210	676	"No, for sure not to be handled in this PR, but still to be handled somewhen... Will open an issue."	0	0	0	1	0	1	0	0	0	0	1
18914	2211	677	"I wouldn't store the instances in. I would create new class, that would provide them. Or could provide them."	0	0	1	0	0	1	0	0	0	0	1
18931	2212	678	"If it works, it's better to use. Though, it may not compile with Scala 2.9. (you need to test it :-)). If the name constant is not available in Scala 2.9, keep your code, but add a note so that we remember   to get back to this"	0	0	1	0	0	1	0	0	0	0	1
18895	2213	679	>This will work if you stick on only delivering an x86 version of.    Well - looks like @kgybels is already bumping up against that limitation on his repo. So I guess we'll be changing over to amd64.	0	0	0	1	0	1	0	0	0	0	1
13932	2214	680	"Sure we can do that and woud end up with 5 classes subclassing from one and it would be easy to do obviously, but i wanted to keep it to gather for now until this is the only concern.  Everything else is addressed and pushed and rebased with master so some"	0	0	0	0	0	1	0	1	0	0	0
18936	2215	681	Missing line break between param and return	0	0	1	0	0	0	0	0	0	0	1
18936	2216	682	"I'd still leave this method here commented.  They are the reference we have when we implement the Concrete Table Inheritance (1 table = 1 class), which we call as ."	0	0	1	0	0	1	0	0	0	0	1
18936	2217	683	Missing space between type conversion and variable name.	0	0	1	0	0	0	0	0	0	0	1
18936	2218	684	You can inline this type conversion	0	0	1	0	0	0	0	0	0	0	1
18936	2219	685	You can inline this call	0	0	1	0	0	0	0	0	0	0	1
18936	2220	686	Your line breaks here are flipped.	0	0	1	0	0	0	0	0	0	0	1
18931	2221	687	"Ok, this also explains my [above] comment ;-) "	0	0	1	0	0	0	0	0	0	0	1
18936	2222	688	Create the query as a variable and pass it to method call.	0	0	1	0	0	0	0	0	0	0	1
18936	2223	689	Use  to build these type of strings	0	0	1	0	0	1	0	0	0	0	1
18939	2224	690	"Presumably this is going to have a global effect, which isn't that desirable. I don't really have a workaround for this, its merely an observation."	0	0	0	0	0	1	0	0	0	0	1
18939	2225	691	"It would be nice if one could change rc params even after the initial import, but I'm not even sure any of the other backends support this."	0	0	0	1	0	1	0	0	0	0	1
18926	2226	692	"""which should see its note removed"" seems highly awkward to me.  However, ""of the git object"" seems like an informative addition.    How about ""The OID of the git object to remove notes from""?"	0	0	0	1	0	1	0	1	0	0	1
18926	2227	693	">How about ""The OID of the git object to remove notes from""?    Deal. However, please use the singular form. Only one note per git object per namespace is allowed."	0	0	0	0	0	1	0	0	0	0	1
18940	2228	694	Do we want to put in a safeguard here from getting stuck in an infinite loop? Is that a likely occurrence?	0	0	0	1	0	1	0	0	0	0	0
13932	2229	695	"Yeah; I'm not sure that's the right solution either; I may be getting old, but I find it difficult to keep track of all these conditionals in my head."	0	1	0	1	0	1	0	0	0	0	0
13932	2230	696	"Given these else conditions are identical, I think you can significantly reduce the complexity by using"	0	0	1	0	0	1	0	0	0	0	0
18940	2231	697	"A comment here would be nice. I think this is using a bisection method to find an optimum solution, but it would be nice if I had some confidence that that was the case.  "	0	0	1	0	0	1	0	0	0	0	0
13932	2232	698	ditto - and the next one	1	0	1	0	0	0	0	0	0	0	0
18940	2233	699	There is a lot of tight coupling here with the axis knowing about the locators private  attribute. Can you think of a neater solution (short of adding  and !).	0	0	0	0	0	1	1	0	0	0	0
18914	2234	700	I agree with you guys.    For sure this is not the best approach.  But the current events system can't handle this without create a event manager per entity class.  And we don't have a DI to store shared instances.    If you have a better solution are welcome :	0	0	1	1	0	0	0	0	0	0	1
18942	2235	701	When you use a  or  you can continue using the same command without saying so using . Use  in this case.	0	0	1	0	0	1	0	0	0	0	1
18942	2236	702	Same as my above coment here.	0	0	1	0	0	0	0	0	0	0	1
18942	2237	703	This is quite the smell. I'd like someone with a bit more knowledge on to weigh in here.	0	0	0	1	0	1	0	0	0	0	1
18890	2238	704	Quite right!  Error fixed and pushed.	1	0	1	0	0	0	0	0	0	0	0
13932	2239	705	Let's leave it till the end. Its definitely much easier to review when its all in one place.  My biggest concern with introducing inheritance now is that once we do and its a public class then we have to live with that forever. With this code we can alway	0	0	0	1	0	1	0	0	0	0	0
18942	2240	706	Can we avoid using a curl here?	0	0	0	0	0	1	0	0	0	0	1
18942	2241	707	I've seen this twice now. It seems like we wouldn't need to rewind the file since we don't appear to be reading it anywhere. 	0	0	1	0	0	1	0	0	0	0	1
18919	2242	708	This code had been made by you sir. We haven't touch it	0	0	0	0	0	0	1	1	0	0	1
18942	2243	709	"For cucumber tests, we want to test the happy-path of our code. These tests are better left to testing using RSpec. You should remove all the cucumber tests that look for errors and use rspec to test   those cases."	0	0	1	0	0	1	0	0	0	0	1
18943	2244	710	"I need another pair of eyes on this: when running threaded, the pack-objects code segfaults quite regularly inside  when calling , more exact when trying to free  in:  "	0	0	1	1	0	1	0	0	0	0	1
18874	2245	711	But couldn't we just insert it in the namespace environment?	0	0	0	0	0	1	0	0	0	0	1
18942	2246	712	"If we are going to use a block and split it onto multiple lines, we use the  style.    "	0	0	1	0	0	0	0	0	0	0	1
18944	2247	713	Why do you do this?	0	0	0	0	0	1	0	0	0	0	0
18919	2248	714	"Nope, I don't have this in my repo local repo.  So it isn't my code at all."	0	0	0	0	0	0	0	1	0	0	1
18896	2249	715	"This problem appears to be restricted to Webkit, and may be a bug. [The spec] says that 1rem is equal to the computed value of  on the root element, except for  on the root itself (in which"	0	0	1	0	0	0	0	0	0	0	1
18931	2250	716	 needs . Have you overseen it or do you mean that it is unnecessary  to check the tuple class?	0	0	1	0	0	1	0	0	0	0	1
18931	2251	717	"Ooops. Sorry, my mistake."	0	1	0	0	1	0	0	0	0	0	1
18896	2252	718	"Just to clarify, this bug has to do with *computed* values in Webkit. The values output by Sass were always correct (and seem to be to-spec), which is why tests didn't pick them up. What happens is   that if "	0	0	1	0	0	0	0	0	0	0	1
18945	2253	719	"What is this trying to achieve? if the typeof window is undefined then use undefined, otherwise keep the same... I struggle to see any difference introduced by this line."	0	0	0	0	0	1	1	1	0	0	0
18945	2254	720	"isn't there a nicer way of doing this? I think I understand why you are doing it, but I'm not sure about this.    Also please can we delete rather than comment out functions."	0	0	0	0	0	1	1	1	0	0	0
18931	2255	721	"Yes, good idea. I didn't think to that."	1	0	1	0	0	0	0	0	0	0	1
18945	2256	722	So the makefile at the moment generates a version for node and a version for the browser and the browser version lacks alot of features and has some bugs - why would you want to run the file on   the server?	0	0	0	0	0	1	1	1	0	0	0
18940	2257	723	"Apropos of the comment below by @pelson regarding use of, I think this method needs to start out by checking whether is being used; if it is not, perhaps the method should exit with a warning   rather than raising an exception.    To avoid "	0	0	1	0	0	1	0	0	0	0	0
18945	2258	724	Couldn't this break things for other people? How does amd know that we are providing less? Excuse my ignorance at AMD - can you point to any online resource about it?	0	0	0	1	0	1	0	0	0	0	0
18946	2259	725	No need to confirm callback existence as you ensure that on L43	0	0	1	0	0	0	0	0	0	0	1
18946	2260	726	No need for this check - it will always be true	0	0	0	0	0	0	1	0	0	0	1
18947	2261	727	"I hope the intent here is clear. I think this is a kinda neat solution to the ""I need to update this JSON value"" problem.    The easiest way I found was to say .    Since the incoming"	0	0	1	0	0	0	0	0	0	0	1
18946	2262	728	The same for callback checking here	0	0	1	0	0	0	0	0	0	0	1
18933	2263	729	Yes they are for IDE generated files.	0	0	1	0	0	0	0	0	0	0	0
18948	2264	730	"Woops, forgot to send movements to other players."	0	1	0	0	1	0	0	0	0	0	1
8111	2265	731	"see, I told you... now 2 ""typos"" any other comment about this pull request?"	0	0	0	0	0	0	1	1	0	0	0
27933	2266	732	"Gah, I don't know what happened here... I just wanted to add the few lines regarding helm!"	0	0	0	1	0	0	0	1	0	0	0
9707	2267	733	"If you're fixing coding style, maybe also move the position of the  :-)"	0	0	1	0	0	1	0	0	0	0	0
32070	2268	734	No worries @zacc - reflecting back what I primarily trying to get at is that method is returning a . I felt that a didn't convey that an instantiated is what is being returned. 	0	0	1	0	0	0	0	0	0	0	1
32072	2269	735	What is the impact of removing the headers param?	0	0	0	1	0	1	0	0	0	0	1
32074	2270	736	I know it was there already but while you're at it:	0	0	1	0	0	1	0	0	0	0	1
32074	2271	737	"Ok I guess I'll just do it after merging, rest is good thanks!"	1	0	1	0	0	0	0	0	1	0	1
32075	2272	738	make it  and remove the super on the next line.     With these two changes (see one below on line 125) the class names doesn't need to be repeated. 	0	0	1	0	0	0	0	0	0	0	1
32075	2273	739	"Uh. Re-reading the code now, I think I understand it better. Ignore my comments. It changes from a basestring to a list. "	0	1	0	0	1	0	0	0	0	0	1
32079	2274	740	Removing the else clause here causes the scan for parent blocks to recursively scan inside of 'block' nodes as well as other nodes. This was the only change required to fix the nested block definitions   in inheritance bug (#60).	0	0	1	0	0	0	0	0	0	0	0
32083	2275	741	Cool I'll change that up.	1	0	1	0	0	0	0	0	0	0	0
32084	2276	742	Should be  instead of  :)	0	0	1	0	0	0	0	0	0	0	1
32084	2277	743	assert    it asserts the regexp can access/match the string.	0	0	1	0	0	1	0	0	0	0	1
32088	2278	744	"Could you, please, replace tabs with 2 spaces here and everywhere else where they might be? I'd suggest adjusting your editor's settings to use 2 spaces for indenting Ruby files."	0	0	1	0	0	1	0	0	0	0	1
32089	2279	745	"your indentation is all wonky here though, 2 spaces"	0	0	0	0	0	0	1	0	0	0	0
